"","taxa","otu","otus","adipose fin skeleton","anal fin middle radial bone","anterior dentation of pectoral fin spine","anterior distal serration of pectoral fin spine","branched caudal fin ray","branched dorsal fin ray","branched pectoral fin ray","caudal procurrent ray","dorsal erector muscle","dorsal fin lepidotrichium","dorsal fin middle radial bone","dorsal fin middle radial cartilage","dorsal fin middle radial element","dorsal fin musculature","dorsal fin proximal radial bone","dorsal fin proximal radial bone 1","dorsal fin proximal radial bone 2","dorsal fin proximal radial cartilage","dorsal fin proximal radial cartilage 1","dorsal fin proximal radial cartilage 2","dorsal fin proximal radial element","dorsal fin proximal radial element 1","dorsal fin proximal radial element 2","dorsal fin pterygiophore","dorsal fin pterygiophore 1","dorsal fin radial bone","dorsal fin radial cartilage","dorsal fin radial element","dorsal fin ray","dorsal fin ray 2","dorsal fin ray 3","dorsal fin skeleton","dorsal fin spine","dorsal fin spine 1","dorsal fin spine 2","hypurapophysis","lateropterygium","middle nuchal plate","pectoral fin distal radial bone","pectoral fin distal radial bone 2","pectoral fin distal radial bone 3","pectoral fin distal radial cartilage","pectoral fin distal radial cartilage 2","pectoral fin distal radial cartilage 3","pectoral fin distal radial element","pectoral fin distal radial element 2","pectoral fin distal radial element 3","pectoral fin lepidotrichium","pectoral fin proximal radial bone","pectoral fin proximal radial bone 1","pectoral fin proximal radial bone 2","pectoral fin proximal radial bone 3","pectoral fin proximal radial bone 4","pectoral fin proximal radial cartilage","pectoral fin proximal radial cartilage 1","pectoral fin proximal radial cartilage 2","pectoral fin proximal radial cartilage 3","pectoral fin proximal radial cartilage 4","pectoral fin proximal radial element","pectoral fin proximal radial element 1","pectoral fin proximal radial element 2","pectoral fin proximal radial element 3","pectoral fin proximal radial element 4","pectoral fin radial bone","pectoral fin radial cartilage","pectoral fin radial element","pectoral fin radial skeleton","pectoral fin ray","pectoral fin ray 1","pectoral fin ray 2","pectoral fin skeleton","pectoral fin spine","pelvic fin lepidotrichium","pelvic fin radial bone","pelvic fin radial element","pelvic fin radial skeleton","pelvic fin ray","pelvic fin ray 1","pelvic fin ray 6","pelvic fin skeleton","pelvic radial cartilage","pelvic splint","posterior dentation of dorsal fin spine 2","posterior dentation of pectoral fin spine","posterior nuchal plate","unbranched dorsal fin ray","uroneural"
"1187","Pseudolaguvia_ribeiroi","VTO_0036119","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1 and 0",NA,NA,1,NA,"1","1",1,NA,NA,NA,1,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,1,NA,NA
"1188","Pseudolaguvia_shawi","VTO_0036116","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1 and 0",NA,NA,1,NA,"1","1",1,NA,NA,NA,1,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,1,NA,NA
"1189","Pseudolaguvia_tuberculata","VTO_0061074","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1",NA,1,"1",NA,1,"1",NA,1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,1,NA,NA
"1190","Pseudolithoxus_anthrax","VTO_0060128","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1191","Pseudoloricaria_sp._(Britto_2003)","VTO_0060054","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"1",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1192","Pseudomystus_breviceps","VTO_0059449","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1193","Pseudomystus_fuscus","VTO_0059441","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1194","Pseudomystus_inornatus","VTO_0059456","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1195","Pseudomystus_leiacanthus","VTO_0059452","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1196","Pseudomystus_moeschii","VTO_0059445","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1197","Pseudomystus_myersi","VTO_0059450","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1198","Pseudomystus_robustus","VTO_0059455","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1199","Pseudomystus_rugosus","VTO_0059442","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1200","Pseudomystus_siamensis","VTO_0035085","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA
"1201","Pseudomystus_stenomus","VTO_0035086","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"1202","Pseudopimelodidae","VTO_0035050","t445174aa-974e-4889-b8ef-71d381a2177f",NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","Pseudopimelodus_mangurus","VTO_0035058","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1204","Pseudopimelodus_schultzi","VTO_0059286","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1 and 0",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"1"
"1205","Pseudopimelodus_sp._(de_Pinna_1993)","VTO_0059284","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1206","Pseudopimelodus_sp._(Friel_1994)","VTO_0059283","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1 and 0",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1207","Pseudoplatystoma","VTO_0036313","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","Pseudoplatystoma_corruscans","VTO_0036317","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","Pseudoplatystoma_fasciatum","VTO_0036314","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1210","Pseudorinelepis_genibarbis","VTO_0036846","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"1",NA,1,"1",NA,1,"1",NA,1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1211","Pseudotatia_parva","VTO_0060554","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,0,NA,1,1,NA
"1212","Pseudotocinclus_tietensis","VTO_0036978","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","Pseudotothyris_obtusa","VTO_0036924","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","Pseudotothyris_sp._(Schaefer_1991)","VTO_0060068","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","Pterobunocephalus_depressus","VTO_0035856","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1216","Pterobunocephalus_dolichurus","VTO_0059377","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1217","Pterobunocephalus_sp._(Friel_1994)","VTO_0059378","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1218","Pterocryptis_anomala","VTO_0036153","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"0",NA,"1",NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","Pterocryptis_bokorensis","VTO_0061995","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"0",NA,"1",NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","Pterocryptis_cochinchinensis","VTO_0036152","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"0",NA,"1",NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1221","Pterocryptis_gangelica","VTO_0061991","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"0",NA,"1",NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","Pterocryptis_taytayensis","VTO_0062004","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"0",NA,"1",NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","Pterodoras_granulosus","VTO_0036713","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA
"1224","Pterodoras_rivasi","VTO_0060748","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1 and 0",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1225","Pterodoras_sp._(Kailola_2004)","VTO_0060747","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"1226","Pterodoras_sp._(Royero_1999)","VTO_0060750","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,1,NA,1,1,NA
"1227","Pterygoplichthys_etentaculatus","VTO_0036833","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"1228","Pterygoplichthys_gibbiceps","VTO_0036837","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"1",NA,1,"1",NA,1,"1",NA,1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
